customer_city,product_category_name_english,total_orders
dom joaquim,watches_gifts,1
uaua,auto,1
turvolandia,fashio_female_clothing,1
turvo,christmas_supplies,1
turvania,fashion_bags_accessories,1
tres forquilhas,computers_accessories,1
alexandra,health_beauty,1
alegria,baby,1
alegrete do piaui,computers_accessories,1
alcobaca,computers_accessories,1
alterosa,baby,1
altamira do parana,small_appliances,1
alta floresta d'oeste,bed_bath_table,1
alpestre,health_beauty,1
tunapolis,furniture_decor,1
tumiritinga,watches_gifts,1
tuiuti,watches_gifts,1
tucunduva,cool_stuff,1
tucuma,auto,1
trombudo central,bed_bath_table,1
trombas,telephony,1
treviso,health_beauty,1
cururupu,computers_accessories,1
curral de cima,watches_gifts,1
doutor camargo,telephony,1
dona francisca,baby,1
dona euzebia,health_beauty,1
dona emma,computers_accessories,1
domiciano ribeiro,health_beauty,1
dom vicoso,auto,1
agudo,telephony,1
alfredo wagner,pet_shop,1
alfredo marcondes,computers_accessories,1
alexandria,fashion_bags_accessories,1
ubaitaba,furniture_bedroom,1
ubai,computers_accessories,1
tururu,watches_gifts,1
tupassi,electronics,1
tuparetama,perfumery,1
tuparendi,bed_bath_table,1
tuparece,telephony,1
ulianopolis,health_beauty,1
uibai,auto,1
ubirata,bed_bath_table,1
ubirajara,furniture_living_room,1
ajapi,health_beauty,1
desterro do melo,fashion_bags_accessories,1
desterro de entre rios,sports_leisure,1
desterro,auto,1
desembargador otoni,fashion_bags_accessories,1
deputado irapuan pinheiro,auto,1
deodapolis,fashion_underwear_beach,1
denise,computers_accessories,1
divisa alegre,health_beauty,1
umbauba,electronics,1
urupa,bed_bath_table,1
uruoca,bed_bath_table,1
urucurituba,home_appliances,1
urucuia,cool_stuff,1
aiuruoca,fixed_telephony,1
aiuaba,sports_leisure,1
aguia branca,electronics,1
urai,bed_bath_table,1
unistalda,health_beauty,1
uniao do sul,fashion_shoes,1
uniao do oeste,telephony,1
uniao de minas,bed_bath_table,1
uniao da serra,toys,1
uniao,toys,1
una,baby,1
umburatiba,computers_accessories,1
umburanas,auto,1
dom cavati,computers_accessories,1
durande,baby,1
dumont,auto,1
duere,perfumery,1
cupira,stationery,1
cunha pora,baby,1
ajuricaba,housewares,1
vale do sol,telephony,1
valao do barro,bed_bath_table,1
utinga,cool_stuff,1
urutai,computers_accessories,1
urucuca,health_beauty,1
urucania,bed_bath_table,1
uruburetama,health_beauty,1
uruana de minas,telephony,1
urbano santos,auto,1
vanini,stationery,1
valentim gentil,baby,1
valenca do piaui,auto,1
vale real,furniture_decor,1
aguas claras,housewares,1
agua santa,auto,1
dezesseis de novembro,luggage_accessories,1
dois riachos,health_beauty,1
dois irmaos do buriti,construction_tools_construction,1
vargem alegre,construction_tools_construction,1
vargem,bed_bath_table,1
vargeao,toys,1
vera,bed_bath_table,1
venturosa,computers,1
agua preta,sports_leisure,1
agua nova,food,1
agua limpa,baby,1
alambari,health_beauty,1
alagoinha,bed_bath_table,1
alagoa nova,watches_gifts,1
alagoa grande,cool_stuff,1
alagoa,bed_bath_table,1
aguas frias,sports_leisure,1
aguas de sao pedro,housewares,1
aguas de santa barbara,auto,1
varzelandia,luggage_accessories,1
varzedo,garden_tools,1
varzea alegre,home_appliances,1
varzea,sports_leisure,1
varjao de minas,perfumery,1
vargem grande do soturno,bed_bath_table,1
vargem grande,bed_bath_table,1
divinopolis do tocantins,sports_leisure,1
divinopolis de goias,fashion_bags_accessories,1
divino de sao lourenco,furniture_living_room,1
dionisio,bed_bath_table,1
dias d avila,computers_accessories,1
diamante d'oeste,stationery,1
vespasiano correa,cool_stuff,1
vertentes,sports_leisure,1
vermelho novo,telephony,1
vermelho,computers_accessories,1
verissimo,auto,1
vereda,electronics,1
vere,auto,1
vera cruz do oeste,cool_stuff,1
vila pereira,bed_bath_table,1
ventania,auto,1
venda branca,auto,1
agisse,housewares,1
afranio,computers_accessories,1
adustina,bed_bath_table,1
adrianopolis,fashion_bags_accessories,1
aguas mornas,computers_accessories,1
vitorino,fashion_bags_accessories,1
vitoria do mearim,telephony,1
vitoria do jari,consoles_games,1
agua fria de goias,fashion_underwear_beach,1
agua comprida,computers_accessories,1
victor graeff,baby,1
vicosa do ceara,telephony,1
vista alegre do alto,health_beauty,1
vista alegre,sports_leisure,1
viseu,watches_gifts,1
varzea nova,home_appliances,1
varzea do poco,perfumery,1
varzea da palma,auto,1
vicentinopolis,fashion_shoes,1
vicentina,home_appliances_2,1
vicencia,health_beauty,1
abaira,telephony,1
werneck,toys,1
wenceslau guimaraes,auto,1
adhemar de barros,auto,1
acucena,housewares,1
abadiania,small_appliances,1
acegua,furniture_living_room,1
acari,health_beauty,1
abadia dos dourados,books_general_interest,1
demerval lobao,pet_shop,1
delfim moreira,computers_accessories,1
acaiaca,computers_accessories,1
zortea,computers_accessories,1
abre campo,cool_stuff,1
abrantes,computers_accessories,1
xambioa,cool_stuff,1
ze doca,baby,1
zacarias,auto,1
xique-xique,bed_bath_table,1
xexeu,health_beauty,1
xavantina,computers_accessories,1
xapuri,baby,1
acajutiba,telephony,1
agua clara,art,1
agronomica,bed_bath_table,1
agrolandia,garden_tools,1
vitorinos,health_beauty,1
volta grande,consoles_games,1
wagner,baby,1
wanderley,health_beauty,1
abatia,electronics,1
abare,auto,1
